Tot_Benes,Tot_Srvcs,Avg_Mdcr_Stdzd_Amt,Tot_Benes_standard_normal_variate,Tot_Srvcs_standard_normal_variate,Avg_Mdcr_Stdzd_Amt_standard_normal_variate,Is_Outlier,Cluster,IQR_Outlier_Tot_Benes,IQR_Outlier_Tot_Srvcs,IQR_Outlier_Avg_Mdcr_Amt,Actual_Outliers
35,44.0,551.92,0.860749462959196,-0.05644023751932,-3.3809184751899912,False,0,False,False,False,False
15,230.0,1.31,-4.802563237232374,31.83018122473248,-42.612929795634365,True,0,False,True,True,True
25,36.0,581.18,-1.9709068871365882,-1.4279078272935912,-1.2960877397580117,False,0,False,False,False,False
12,16.0,586.19,-5.652060142261109,-4.8565768017292665,-0.9391156965415239,False,0,False,False,False,False
17,19.0,565.76,-4.236231967213217,-4.3422764555639155,-2.394792112292566,False,0,False,False,False,False
36,50.0,708.89,1.1439150979687749,0.9721604548113821,7.803493026544729,False,2,False,False,False,False
45,54.0,580.15,3.692405813054982,1.6578942496985178,-1.3694772017366479,False,0,False,False,False,False
134,170.0,771.16,28.894147328907472,21.544174301425443,12.240349140534795,True,1,True,True,False,True
74,103.0,807.17,11.904209228332759,10.058133237065928,14.80613023359377,False,2,True,True,False,True
12,13.0,567.41,-5.652060142261109,-5.370877147894619,-2.2772264693170796,False,0,False,False,False,False
31,31.0,581.11,-0.271913077079117,-2.28507507090251,-1.3010753730963618,False,0,False,False,False,False
12,14.0,537.39,-5.652060142261109,-5.199443699172836,-4.416208652422616,False,0,False,False,False,False
107,173.0,796.23,21.24867518364885,22.0584746475908,14.026634394713874,True,2,True,True,False,True
17,17.0,588.71,-4.236231967213217,-4.685143353007483,-0.759560896360781,False,0,False,False,False,False
98,138.0,517.73,18.700184468562643,16.05830394232836,-5.817021101451757,True,2,True,True,False,True
19,26.0,526.63,-3.66990069719406,-3.1422423145114293,-5.182879148432462,False,0,False,False,False,False
12,14.0,588.71,-5.652060142261109,-5.199443699172836,-0.759560896360781,False,0,False,False,False,False
34,46.0,582.31,0.577583827949618,0.286426659924247,-1.2155730872960118,False,0,False,False,False,False
34,46.0,569.31,0.577583827949618,0.286426659924247,-2.141847850133187,False,0,False,False,False,False
14,16.0,578.76,-5.085728872241953,-4.8565768017292665,-1.468517349455391,False,0,False,False,False,False
26,34.0,588.71,-1.68774125212701,-1.7707747247371581,-0.759560896360781,False,0,False,False,False,False
23,31.0,814.81,-2.537238157155745,-2.28507507090251,15.350494786522692,False,2,False,False,False,False
14,16.0,573.99,-5.085728872241953,-4.8565768017292665,-1.808388935511799,False,0,False,False,False,False
21,28.0,554.85,-3.103569427174902,-2.799375417067862,-3.1721503940274545,False,0,False,False,False,False
14,15.0,560.73,-5.085728872241953,-5.028010250451052,-2.753189193605717,False,0,False,False,False,False
12,17.0,554.08,-5.652060142261109,-4.685143353007483,-3.227014360749347,False,0,False,False,False,False
22,25.0,480.44,-2.820403792165324,-3.313675763233213,-8.474004632697776,False,0,False,False,False,False
18,19.0,567.19,-3.953066332203638,-4.3422764555639155,-2.292901888380472,False,0,False,False,False,False
30,34.0,593.04,-0.555078712088695,-1.7707747247371581,-0.451040148431173,False,0,False,False,False,False
17,17.0,560.62,-4.236231967213217,-4.685143353007483,-2.761026903137417,False,0,False,False,False,False
28,36.0,584.29,-1.1214099821078531,-1.4279078272935912,-1.0744943157254248,False,0,False,False,False,False
49,57.0,807.66,4.825068353093296,2.1721945958638686,14.841043666962246,False,2,False,False,False,False
13,19.0,588.71,-5.3688945072515315,-4.3422764555639155,-0.759560896360781,False,0,False,False,False,False
14,18.0,588.71,-5.085728872241953,-4.513709904285699,-0.759560896360781,False,0,False,False,False,False
61,90.0,525.84,8.223055973208238,7.829498403682736,-5.2391681532510255,False,0,False,True,False,True
40,47.0,588.71,2.276577638007089,0.45786010864603105,-0.759560896360781,False,0,False,False,False,False
31,35.0,791.53,-0.271913077079117,-1.5993412760153751,13.691750441995815,False,2,False,False,False,False
13,17.0,515.99,-5.3688945072515315,-4.685143353007483,-5.9409994158622705,False,0,False,False,False,False
19,20.0,580.75,-3.66990069719406,-4.170843006842132,-1.3267260588364689,False,0,False,False,False,False
43,65.0,494.5,3.126074543035825,3.5436621856381403,-7.472202850736955,False,0,False,False,False,False
17,25.0,480.68,-4.236231967213217,-3.313675763233213,-8.456904175537705,False,0,False,False,False,False
21,30.0,570.69,-3.103569427174902,-2.456508519624294,-2.043520221462771,False,0,False,False,False,False
65,92.0,801.66,9.35571851324655,8.172365301126304,14.413532237960474,False,2,False,True,False,True
25,26.0,804.99,-1.9709068871365882,-3.1422423145114293,14.65080108105646,False,2,False,False,False,False
33,45.0,801.23,0.29441819294003896,0.114993211202463,14.382893918882017,False,2,False,False,False,False
56,67.0,807.71,6.807227798160346,3.886529083081708,14.844606262203932,False,2,False,False,False,False
16,20.0,585.58,-4.519397602222795,-4.170843006842132,-0.982579358490039,False,0,False,False,False,False
57,70.0,532.09,7.0903934331699245,4.400829429247059,-4.793843748040846,False,0,False,False,False,False
14,18.0,588.71,-5.085728872241953,-4.513709904285699,-0.759560896360781,False,0,False,False,False,False
39,55.0,588.71,1.9934120029975098,1.8293276984203017,-0.759560896360781,False,0,False,False,False,False
41,43.0,801.63,2.559743273016668,-0.22787368624110402,14.411394680815466,False,2,False,False,False,False
15,19.0,494.53,-4.802563237232374,-4.3422764555639155,-7.470065293591948,False,0,False,False,False,False
16,23.0,588.71,-4.519397602222795,-3.656542660676781,-0.759560896360781,False,0,False,False,False,False
50,67.0,566.74,5.108233988102874,3.886529083081708,-2.324965245555608,False,0,False,False,False,False
22,25.0,814.81,-2.820403792165324,-3.313675763233213,15.350494786522692,False,2,False,False,False,False
17,24.0,587.44,-4.236231967213217,-3.4851092119549967,-0.850050815499488,False,0,False,False,False,False
41,55.0,577.47,2.559743273016668,1.8293276984203017,-1.5604323066907697,False,0,False,False,False,False
22,25.0,814.81,-2.820403792165324,-3.313675763233213,15.350494786522692,False,2,False,False,False,False
25,29.0,583.22,-1.9709068871365882,-2.627941968346078,-1.150733853897404,False,0,False,False,False,False
78,97.0,788.65,13.036871768371071,9.029532544735224,13.486544956074962,False,2,True,True,False,True
16,22.0,572.33,-4.519397602222795,-3.827976109398565,-1.9266670975356208,False,0,False,False,False,False
66,79.0,801.92,9.63888414825613,5.943730467743114,14.432057733217217,False,2,False,False,False,False
42,53.0,544.54,2.8429089080262457,1.486460800976734,-3.906757532862172,False,0,False,False,False,False
53,68.0,785.13,5.957730893131611,4.057962531803493,13.235738251060592,False,2,False,False,False,False
11,11.0,101.8,-5.935225777270689,-5.713744045338187,-35.452825878903,True,0,False,False,True,True
17,18.0,564.74,-4.236231967213217,-4.513709904285699,-2.4674690552228657,False,0,False,False,False,False
59,99.0,487.29,7.656724703189082,9.372399442178791,-7.9859290845874185,False,0,False,True,False,True
42,52.0,787.39,2.8429089080262457,1.3150273522549498,13.396767555984592,False,2,False,False,False,False
69,77.0,791.0,10.488381053284863,5.600863570299547,13.653986932433993,False,2,True,False,False,True
81,91.0,778.31,13.88636867339981,8.00093185240452,12.749800260095242,False,2,True,True,False,True
15,21.0,588.71,-4.802563237232374,-3.999409558120348,-0.759560896360781,False,0,False,False,False,False
28,35.0,117.74,-1.1214099821078531,-1.5993412760153751,-34.31707051585496,True,0,False,False,True,True
38,48.0,760.57,1.7102463679879318,0.6292935573678151,11.485791468346672,False,2,False,False,False,False
102,129.0,770.89,19.83284700860096,14.515402903832307,12.221111126229715,False,2,True,True,False,True
28,36.0,808.28,-1.1214099821078531,-1.4279078272935912,14.885219847959098,False,2,False,False,False,False
12,18.0,578.82,-5.652060142261109,-4.513709904285699,-1.4642422351653688,False,0,False,False,False,False
41,50.0,513.36,2.559743273016668,0.9721604548113821,-6.128391925574715,False,0,False,False,False,False
11,14.0,814.81,-5.935225777270689,-5.199443699172836,15.350494786522692,False,2,False,False,False,False
31,35.0,580.31,-0.271913077079117,-1.5993412760153751,-1.3580768969632688,False,0,False,False,False,False
11,15.0,117.75,-5.935225777270689,-5.028010250451052,-34.316357996806616,True,0,False,False,True,True
121,169.0,770.03,25.21299407378295,21.37274085270366,12.159834488072795,True,2,True,True,False,True
11,11.0,561.95,-5.935225777270689,-5.713744045338187,-2.666261869708688,False,0,False,False,False,False
11,13.0,498.14,-5.935225777270689,-5.370877147894619,-7.2128459171425465,False,0,False,False,False,False
18,22.0,511.1,-3.953066332203638,-3.827976109398565,-6.289421230498714,False,0,False,False,False,False
13,14.0,529.12,-5.3688945072515315,-5.199443699172836,-5.005461905396725,False,0,False,False,False,False
21,26.0,498.14,-3.103569427174902,-3.1422423145114293,-7.2128459171425465,False,0,False,False,False,False
31,39.0,581.16,-0.271913077079117,-0.9136074811282389,-1.2975127778546829,False,0,False,False,False,False
14,14.0,596.83,-5.085728872241953,-5.199443699172836,-0.180995429111714,False,0,False,False,False,False
87,141.0,762.93,15.58536248345728,16.572604288493714,11.65394596375403,False,2,True,True,False,True
83,99.0,780.35,14.452699943418963,9.372399442178791,12.895154145955848,False,2,True,True,False,True
30,37.0,783.51,-0.555078712088695,-1.256474378571807,13.120310165230112,False,2,False,False,False,False
15,18.0,588.71,-4.802563237232374,-4.513709904285699,-0.759560896360781,False,0,False,False,False,False
53,75.0,782.65,5.957730893131611,5.257996672855979,13.05903352707319,False,2,False,False,False,False
12,15.0,1.18,-5.652060142261109,-5.028010250451052,-42.62219254326274,True,0,False,False,True,True
16,23.0,588.71,-4.519397602222795,-3.656542660676781,-0.759560896360781,False,0,False,False,False,False
11,13.0,783.47,-5.935225777270689,-5.370877147894619,13.11746008903677,False,2,False,False,False,False
20,25.0,797.07,-3.386735062184481,-3.313675763233213,14.086485994774126,False,2,False,False,False,False
594,700.0,755.22,159.1503394333136,112.40390212397088,11.104593777486755,True,1,True,True,False,True
13,14.0,579.66,-5.3688945072515315,-5.199443699172836,-1.4043906351051267,False,0,False,False,False,False
11,14.0,563.48,-5.935225777270689,-5.199443699172836,-2.557246455313238,False,0,False,False,False,False
46,64.0,812.32,3.97557144806456,3.372228736916356,15.17307754348696,False,2,False,False,False,False
30,36.0,772.66,-0.555078712088695,-1.4279078272935912,12.347226997785237,False,2,False,False,False,False
39,47.0,544.65,1.9934120029975098,0.45786010864603105,-3.898919823330471,False,0,False,False,False,False
57,70.0,585.6,7.0903934331699245,4.400829429247059,-0.9811543203933669,False,0,False,False,False,False
30,37.0,585.73,-0.555078712088695,-1.256474378571807,-0.9718915727649959,False,0,False,False,False,False
18,26.0,579.65,-3.953066332203638,-3.1422423145114293,-1.4051031541534618,False,0,False,False,False,False
28,39.0,548.4,-1.1214099821078531,-0.9136074811282389,-3.6317251802043637,False,0,False,False,False,False
14,15.0,787.65,-5.085728872241953,-5.028010250451052,13.415293051241338,False,2,False,False,False,False
22,25.0,588.71,-2.820403792165324,-3.313675763233213,-0.759560896360781,False,0,False,False,False,False
17,19.0,564.84,-4.236231967213217,-4.3422764555639155,-2.460343864739501,False,0,False,False,False,False
30,40.0,502.31,-0.555078712088695,-0.742174032406455,-6.915725473986314,False,0,False,False,False,False
108,158.0,805.61,21.53184081865843,19.48697291676404,14.69497726205331,True,2,True,True,False,True
11,15.0,760.49,-5.935225777270689,-5.028010250451052,11.480091315959974,False,2,False,False,False,False
39,53.0,588.2,1.9934120029975098,1.486460800976734,-0.795899367825931,False,0,False,False,False,False
24,29.0,794.4,-2.254072522146167,-2.627941968346078,13.89624340886833,False,2,False,False,False,False
11,13.0,588.71,-5.935225777270689,-5.370877147894619,-0.759560896360781,False,0,False,False,False,False
97,147.0,481.8,18.417018833553065,17.601204980824416,-8.377102042124042,True,0,True,True,False,True
13,61.0,189.94,-5.3688945072515315,2.857928390751005,-29.17268298686696,True,0,False,False,True,True
15,18.0,814.81,-4.802563237232374,-4.513709904285699,15.350494786522692,False,2,False,False,False,False
41,67.0,572.8,2.559743273016668,3.886529083081708,-1.893178702263821,False,0,False,False,False,False
210,277.0,744.36,50.41473558963544,39.88755331465632,10.330798090993545,False,1,True,True,False,True
72,96.0,806.32,11.337877958313602,8.85809909601344,14.74556611448519,False,2,True,True,False,True
56,64.0,776.58,6.807227798160346,3.372228736916356,12.62653446473307,False,2,False,False,False,False
24,30.0,814.81,-2.254072522146167,-2.456508519624294,15.350494786522692,False,2,False,False,False,False
47,56.0,811.75,4.258737083074139,2.000761147142085,15.13246395773179,False,2,False,False,False,False
103,134.0,788.86,20.11601264361054,15.372570147441229,13.501507856090027,False,2,True,True,False,True
12,15.0,573.01,-5.652060142261109,-5.028010250451052,-1.8782158022487567,False,0,False,False,False,False
22,27.0,571.91,-2.820403792165324,-2.9708088657896448,-1.9565928975657498,False,0,False,False,False,False
13,20.0,1.84,-5.3688945072515315,-4.170843006842132,-42.57516628607254,True,0,False,False,True,True
14,22.0,586.76,-5.085728872241953,-3.827976109398565,-0.8985021107863599,False,0,False,False,False,False
32,46.0,588.71,0.011252557930461,0.286426659924247,-0.759560896360781,False,0,False,False,False,False
16,17.0,562.03,-4.519397602222795,-4.685143353007483,-2.660561717322003,False,0,False,False,False,False
123,152.0,770.43,25.779325343802107,18.458372224433333,12.188335250006244,True,2,True,True,False,True
14,16.0,515.12,-5.085728872241953,-4.8565768017292665,-6.002988573067529,False,0,False,False,False,False
26,33.0,583.89,-1.68774125212701,-1.942208173458942,-1.1029950776588748,False,0,False,False,False,False
34,45.0,585.68,0.577583827949618,0.114993211202463,-0.9754541680066818,False,0,False,False,False,False
14,15.0,587.91,-5.085728872241953,-5.028010250451052,-0.816562420227689,False,0,False,False,False,False
18,24.0,553.69,-3.953066332203638,-3.4851092119549967,-3.254802603634461,False,0,False,False,False,False
34,45.0,586.09,0.577583827949618,0.114993211202463,-0.946240887024889,False,0,False,False,False,False
13,18.0,588.71,-5.3688945072515315,-4.513709904285699,-0.759560896360781,False,0,False,False,False,False
15,21.0,12.06,-4.802563237232374,-3.999409558120348,-41.846971818672856,True,0,False,False,True,True
11,15.0,580.86,-5.935225777270689,-5.028010250451052,-1.318888349304769,False,0,False,False,False,False
15,18.0,588.71,-4.802563237232374,-4.513709904285699,-0.759560896360781,False,0,False,False,False,False
16,21.0,581.13,-4.519397602222795,-3.999409558120348,-1.2996503349996897,False,0,False,False,False,False
24,26.0,614.54,-2.254072522146167,-3.1422423145114293,1.0808758054918461,False,0,False,False,False,False
18,28.0,584.68,-3.953066332203638,-2.799375417067862,-1.0467060728403108,False,0,False,False,False,False
57,112.0,373.12,7.0903934331699245,11.60103427556198,-16.120759059442822,False,0,False,True,False,True
60,85.0,565.5,7.93989033819866,6.972331160073817,-2.413317607549309,False,0,False,False,False,False
20,20.0,573.99,-3.386735062184481,-4.170843006842132,-1.808388935511799,False,0,False,False,False,False
26,32.0,1.43,-1.68774125212701,-2.1136416221807264,-42.60437956705433,True,0,False,False,True,True
18,20.0,561.89,-3.953066332203638,-4.170843006842132,-2.67053698399871,False,0,False,False,False,False
90,120.0,552.61,16.434859388486018,12.972501865336252,-3.331754660854784,False,2,True,True,False,True
59,71.0,744.07,7.656724703189082,4.572262877968844,10.310135038591795,False,2,False,False,False,False
15,19.0,547.17,-4.802563237232374,-4.3422764555639155,-3.7193650231497277,False,0,False,False,False,False
11,12.0,599.66,-5.935225777270689,-5.542310596616403,0.020647461567449003,False,0,False,False,False,False
16,19.0,499.75,-4.519397602222795,-4.3422764555639155,-7.098130350360404,False,0,False,False,False,False
19,23.0,575.91,-3.66990069719406,-3.656542660676781,-1.6715852782312348,False,0,False,False,False,False
143,162.0,752.31,31.442638043993682,20.172706711651177,10.89725073442089,True,1,True,True,False,True
37,39.0,762.58,1.4270807329783528,-0.9136074811282389,11.629007797062263,False,2,False,False,False,False
11,13.0,222.12,-5.935225777270689,-5.370877147894619,-26.879796689320777,False,0,False,False,True,True
270,348.0,776.37,67.40467369021016,52.05932817390297,12.611571564718005,True,1,True,True,False,True
35,38.0,580.29,0.860749462959196,-1.085040929850023,-1.3595019350599409,False,0,False,False,False,False
31,35.0,577.74,-0.271913077079117,-1.5993412760153751,-1.541194292385691,False,0,False,False,False,False
28,30.0,588.71,-1.1214099821078531,-2.456508519624294,-0.759560896360781,False,0,False,False,False,False
11,14.0,588.71,-5.935225777270689,-5.199443699172836,-0.759560896360781,False,0,False,False,False,False
12,17.0,588.71,-5.652060142261109,-4.685143353007483,-0.759560896360781,False,0,False,False,False,False
19,22.0,753.07,-3.66990069719406,-3.827976109398565,10.951402182094455,False,2,False,False,False,False
13,18.0,359.76,-5.3688945072515315,-4.513709904285699,-17.072684508020103,False,0,False,False,False,False
22,24.0,545.28,-2.820403792165324,-3.4851092119549967,-3.854031123285286,False,0,False,False,False,False
84,121.0,811.71,14.735865578428545,13.143935314058036,15.129613881538448,False,2,True,True,False,True
16,18.0,817.29,-4.519397602222795,-4.513709904285699,15.527199510510092,False,2,False,False,False,False
11,18.0,107.1,-5.935225777270689,-4.513709904285699,-35.07519078328477,True,0,False,False,True,True
17,21.0,581.7,-4.236231967213217,-3.999409558120348,-1.259036749244518,False,0,False,False,False,False
14,18.0,588.71,-5.085728872241953,-4.513709904285699,-0.759560896360781,False,0,False,False,False,False
19,24.0,575.92,-3.66990069719406,-3.4851092119549967,-1.670872759182899,False,0,False,False,False,False
11,15.0,588.71,-5.935225777270689,-5.028010250451052,-0.759560896360781,False,0,False,False,False,False
17,21.0,595.15,-4.236231967213217,-3.999409558120348,-0.300698629232215,False,0,False,False,False,False
20,25.0,521.11,-3.386735062184481,-3.313675763233213,-5.576189663114091,False,0,False,False,False,False
12,14.0,503.29,-5.652060142261109,-5.199443699172836,-6.845898607249357,False,0,False,False,False,False
34,40.0,577.64,0.577583827949618,-0.742174032406455,-1.5483194828690547,False,0,False,False,False,False
16,23.0,570.54,-4.519397602222795,-3.656542660676781,-2.054208007187822,False,0,False,False,False,False
24,35.0,583.04,-2.254072522146167,-1.5993412760153751,-1.1635591967674608,False,0,False,False,False,False
26,47.0,398.19,-1.68774125212701,0.45786010864603105,-14.334473805263748,False,0,False,False,False,False
19,22.0,532.84,-3.66990069719406,-3.827976109398565,-4.740404819415624,False,0,False,False,False,False
12,19.0,588.71,-5.652060142261109,-4.3422764555639155,-0.759560896360781,False,0,False,False,False,False
14,18.0,584.59,-5.085728872241953,-4.513709904285699,-1.0531187442753318,False,0,False,False,False,False
19,27.0,793.6,-3.66990069719406,-2.9708088657896448,13.83924188500143,False,2,False,False,False,False
20,24.0,552.74,-3.386735062184481,-3.4851092119549967,-3.322491913226412,False,0,False,False,False,False
23,29.0,532.86,-2.537238157155745,-2.627941968346078,-4.738979781318952,False,0,False,False,False,False
18,21.0,533.49,-3.953066332203638,-3.999409558120348,-4.694091081273767,False,0,False,False,False,False
12,13.0,507.2,-5.652060142261109,-5.370877147894619,-6.56730365934987,False,0,False,False,False,False
20,30.0,787.65,-3.386735062184481,-2.456508519624294,13.415293051241338,False,2,False,False,False,False
23,25.0,572.51,-2.537238157155745,-3.313675763233213,-1.9138417546655706,False,0,False,False,False,False
60,73.0,468.77,7.93989033819866,4.915129775412412,-9.305514362106226,False,0,False,False,False,False
14,29.0,396.46,-5.085728872241953,-2.627941968346078,-14.457739600625928,False,0,False,False,False,False
42,49.0,801.82,2.8429089080262457,0.800727006089598,14.42493254273386,False,2,False,False,False,False
19,24.0,456.05,-3.66990069719406,-3.4851092119549967,-10.211838591589983,False,0,False,False,False,False
18,22.0,521.67,-3.953066332203638,-3.827976109398565,-5.536288596407264,False,0,False,False,False,False
23,24.0,588.71,-2.537238157155745,-3.4851092119549967,-0.759560896360781,False,0,False,False,False,False
38,44.0,801.65,1.7102463679879318,-0.05644023751932,14.412819718912138,False,2,False,False,False,False
12,15.0,588.71,-5.652060142261109,-5.028010250451052,-0.759560896360781,False,0,False,False,False,False
24,31.0,528.57,-2.254072522146167,-2.28507507090251,-5.044650453055218,False,0,False,False,False,False
11,16.0,588.71,-5.935225777270689,-4.8565768017292665,-0.759560896360781,False,0,False,False,False,False
11,14.0,511.48,-5.935225777270689,-5.199443699172836,-6.262345506661937,False,0,False,False,False,False
23,25.0,553.39,-2.537238157155745,-3.313675763233213,-3.2761781750845547,False,0,False,False,False,False
28,31.0,580.89,-1.1214099821078531,-2.28507507090251,-1.3167507921597619,False,0,False,False,False,False
21,24.0,806.32,-3.103569427174902,-3.4851092119549967,14.74556611448519,False,2,False,False,False,False
11,16.0,588.71,-5.935225777270689,-4.8565768017292665,-0.759560896360781,False,0,False,False,False,False
23,28.0,814.81,-2.537238157155745,-2.799375417067862,15.350494786522692,False,2,False,False,False,False
12,15.0,566.65,-5.652060142261109,-5.028010250451052,-2.331377916990637,False,0,False,False,False,False
45,54.0,573.7,3.692405813054982,1.6578942496985178,-1.8290519879135487,False,0,False,False,False,False
19,25.0,587.95,-3.66990069719406,-3.313675763233213,-0.813712344034338,False,0,False,False,False,False
18,21.0,565.97,-3.953066332203638,-3.999409558120348,-2.379829212277501,False,0,False,False,False,False
30,34.0,778.86,-0.555078712088695,-1.7707747247371581,12.78898880775374,False,2,False,False,False,False
54,81.0,513.87,6.240896528141189,6.286597365186681,-6.092053454109564,False,0,False,False,False,False
65,91.0,488.55,9.35571851324655,8.00093185240452,-7.896151684497046,False,0,False,True,False,True
11,14.0,588.71,-5.935225777270689,-5.199443699172836,-0.759560896360781,False,0,False,False,False,False
12,13.0,554.08,-5.652060142261109,-5.370877147894619,-3.227014360749347,False,0,False,False,False,False
21,29.0,588.71,-3.103569427174902,-2.627941968346078,-0.759560896360781,False,0,False,False,False,False
13,17.0,588.71,-5.3688945072515315,-4.685143353007483,-0.759560896360781,False,0,False,False,False,False
89,106.0,771.29,16.151693753476437,10.572433583231277,12.249611888163164,False,2,True,True,False,True
22,30.0,554.72,-2.820403792165324,-2.456508519624294,-3.181413141655825,False,0,False,False,False,False
91,110.0,781.88,16.718025023495592,11.258167378118412,13.004169560351295,False,2,True,True,False,True
22,26.0,752.13,-2.820403792165324,-3.1422423145114293,10.884425391550838,False,2,False,False,False,False
16,17.0,790.85,-4.519397602222795,-4.685143353007483,13.64329914670895,False,2,False,False,False,False
18,24.0,588.71,-3.953066332203638,-3.4851092119549967,-0.759560896360781,False,0,False,False,False,False
13,16.0,549.58,-5.3688945072515315,-4.8565768017292665,-3.547647932500677,False,0,False,False,False,False
20,23.0,586.74,-3.386735062184481,-3.656542660676781,-0.8999271488830319,False,0,False,False,False,False
57,69.0,800.69,7.0903934331699245,4.229395980525275,14.344417890271862,False,2,False,False,False,False
74,92.0,798.1,11.904209228332759,8.172365301126304,14.15987545675276,False,2,True,True,False,True
23,25.0,576.94,-2.537238157155745,-3.313675763233213,-1.5981958162525909,False,0,False,False,False,False
11,15.0,584.7,-5.935225777270689,-5.028010250451052,-1.0452810347436319,False,0,False,False,False,False
73,105.0,495.91,11.62104359332318,10.401000134509495,-7.371737664921537,False,0,True,True,False,True
12,15.0,787.65,-5.652060142261109,-5.028010250451052,13.415293051241338,False,2,False,False,False,False
14,15.0,588.71,-5.085728872241953,-5.028010250451052,-0.759560896360781,False,0,False,False,False,False
15,21.0,523.65,-4.802563237232374,-3.999409558120348,-5.395209824836677,False,0,False,False,False,False
18,23.0,541.5,-3.953066332203638,-3.656542660676781,-4.123363323556401,False,0,False,False,False,False
23,31.0,583.58,-2.537238157155745,-2.28507507090251,-1.125083168157296,False,0,False,False,False,False
27,34.0,581.78,-1.404575617117431,-1.7707747247371581,-1.253336596857833,False,0,False,False,False,False
14,24.0,352.53,-5.085728872241953,-3.4851092119549967,-17.587835779967243,False,0,False,False,False,False
12,15.0,588.71,-5.652060142261109,-5.028010250451052,-0.759560896360781,False,0,False,False,False,False
15,15.0,560.85,-4.802563237232374,-5.028010250451052,-2.744638965025681,False,0,False,False,False,False
44,66.0,586.3,3.409240178045403,3.715095634359924,-0.9312779870098319,False,0,False,False,False,False
18,21.0,553.1,-3.953066332203638,-3.999409558120348,-3.296841227486304,False,0,False,False,False,False
33,46.0,534.96,0.29441819294003896,0.286426659924247,-4.589350781168331,False,0,False,False,False,False
14,14.0,599.22,-5.085728872241953,-5.199443699172836,-0.010703376559342,False,0,False,False,False,False
56,67.0,571.92,6.807227798160346,3.886529083081708,-1.9558803785174137,False,0,False,False,False,False
11,13.0,502.67,-5.935225777270689,-5.370877147894619,-6.890074788246207,False,0,False,False,False,False
44,61.0,7.77,3.409240178045403,2.857928390751005,-42.15264249040912,True,0,False,False,True,True
78,181.0,252.77,13.036871768371071,23.42994223736507,-24.69592580617006,True,0,True,True,True,True
13,22.0,588.13,-5.3688945072515315,-3.827976109398565,-0.8008870011642879,False,0,False,False,False,False
64,85.0,547.15,9.072552878236973,6.972331160073817,-3.720790061246399,False,0,False,False,False,False
11,11.0,543.23,-5.935225777270689,-5.713744045338187,-4.000097528194222,False,0,False,False,False,False
46,67.0,812.43,3.97557144806456,3.886529083081708,15.180915253018654,False,2,False,False,False,False
72,95.0,579.15,11.337877958313602,8.686665647291656,-1.440729106570277,False,2,True,True,False,True
17,23.0,581.1,-4.236231967213217,-3.656542660676781,-1.3017878921446968,False,0,False,False,False,False
163,199.0,785.11,37.10595074418525,26.51574431435717,13.23431321296392,False,1,True,True,False,True
11,13.0,543.42,-5.935225777270689,-5.370877147894619,-3.9865596662758365,False,0,False,False,False,False
37,50.0,550.61,1.4270807329783528,0.9721604548113821,-3.4742584705220407,False,0,False,False,False,False
44,52.0,588.71,3.409240178045403,1.3150273522549498,-0.759560896360781,False,0,False,False,False,False
18,22.0,547.78,-3.953066332203638,-3.827976109398565,-3.6759013612012135,False,0,False,False,False,False
34,47.0,788.81,0.577583827949618,0.45786010864603105,13.497945260848342,False,2,False,False,False,False
22,25.0,580.54,-2.820403792165324,-3.313675763233213,-1.3416889588515328,False,0,False,False,False,False
15,39.0,248.3,-4.802563237232374,-0.9136074811282389,-25.014421820776377,False,0,False,False,True,True
11,14.0,588.71,-5.935225777270689,-5.199443699172836,-0.759560896360781,False,0,False,False,False,False
14,15.0,549.46,-5.085728872241953,-5.028010250451052,-3.556198161080712,False,0,False,False,False,False
22,29.0,564.98,-2.820403792165324,-2.627941968346078,-2.450368598062794,False,0,False,False,False,False
49,64.0,581.64,4.825068353093296,3.372228736916356,-1.2633118635345397,False,0,False,False,False,False
69,94.0,536.2,10.488381053284863,8.515232198569873,-4.50099841917463,False,0,True,True,False,True
37,81.0,298.06,1.4270807329783528,6.286597365186681,-21.468927036255003,False,0,False,False,False,False
13,14.0,588.71,-5.3688945072515315,-5.199443699172836,-0.759560896360781,False,0,False,False,False,False
13,14.0,546.66,-5.3688945072515315,-5.199443699172836,-3.7557034946148784,False,0,False,False,False,False
58,71.0,762.58,7.373559068179503,4.572262877968844,11.629007797062263,False,2,False,False,False,False
15,16.0,519.89,-4.802563237232374,-4.8565768017292665,-5.66311698701112,False,0,False,False,False,False
27,36.0,578.83,-1.404575617117431,-1.4279078272935912,-1.4635297161170329,False,0,False,False,False,False
54,81.0,590.53,6.240896528141189,6.286597365186681,-0.629882429563581,False,0,False,False,False,False
16,23.0,588.71,-4.519397602222795,-3.656542660676781,-0.759560896360781,False,0,False,False,False,False
13,15.0,588.71,-5.3688945072515315,-5.028010250451052,-0.759560896360781,False,0,False,False,False,False
28,35.0,518.06,-1.1214099821078531,-1.5993412760153751,-5.793507972856664,False,0,False,False,False,False
26,31.0,502.48,-1.68774125212701,-2.28507507090251,-6.903612650164597,False,0,False,False,False,False
14,16.0,581.78,-5.085728872241953,-4.8565768017292665,-1.253336596857833,False,0,False,False,False,False
12,16.0,588.71,-5.652060142261109,-4.8565768017292665,-0.759560896360781,False,0,False,False,False,False
13,14.0,586.09,-5.3688945072515315,-5.199443699172836,-0.946240887024889,False,0,False,False,False,False
